ATA ,"CRJ
700",CRJ 900,"CRJ
1000","MDC 
B1-Code ",LRU,Msg type,Phase logged,EICAS / FDE,MDC Msg,FIM Task Reference,In-Service BA document,Title,Known nuisance,Remarks
27,Y,Y,Y,B1-007911,R IB MFS PCU ,Fault,"AIR, TAXI","IB SPOILERON (C) and 
IB FLT SPLRS (C) ",PCU RUNAWAY,27−64−01−810−813,CRJ700/900-SL-27-086,Multi-Function Spoiler PCU P/N 51200-11 guidance,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007915,L OB MFS PCU,Fault,"AIR, TAXI","OB SPOILERON (C) and
OB FLT SPLRS (C) ",PCU JAM,27−64−01−810−807,CRJ700/900-SL-27-086,Multi-Function Spoiler PCU P/N 51200-11 guidance,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007916,L OB MFS PCU,Fault,"AIR, TAXI","OB SPOILERON (C) and
OB FLT SPLRS (C) ",PCU RUNAWAY,27−64−01−810−808,CRJ700/900-SL-27-086,Multi-Function Spoiler PCU P/N 51200-11 guidance,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007920,R OB MFS PCU,Fault,"AIR, TAXI","OB SPOILERON (C) and
OB FLT SPLRS (C) ",PCU JAM,27−64−01−810−817,CRJ700/900-SL-27-086,Multi-Function Spoiler PCU P/N 51200-11 guidance,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007921,R OB MFS PCU,Fault,"AIR, TAXI","OB SPOILERON (C) and 
OB FLT SPLRS (C) ",PCU RUNAWAY,27−64−01−810−818,CRJ700/900-SL-27-086,Multi-Function Spoiler PCU P/N 51200-11 guidance,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-008022,SSCU1,Fault,"AIR, TAXI",IB GND SPLR FAULT (S) ,SSCU 1 / NO L−RAC−1 BUS INPUT,27−61−05−810−837 ,None,,N,"System message, cross check with PIREPS "
27,Y,Y,Y,B1-008066,SSCU2,Fault,"AIR, TAXI",OB GND SPLR FAULT (S) ,SSCU 2 / NO L−RAC−1 BUS INPUT,27−61−06−810−837 ,None,,N,"System message, cross check with PIREPS "
27,Y,Y,Y,B1-007931,IB GSSV,Fault,"AIR, TAXI",IB GND SPLR ( C ) ,VALVE1 SOL OPEN/SHORT,27−63−05−810−803,ISAR 2012-01,IB GROUND SPOILERS Caution Message,N,Troubleshooting tips
27,Y,Y,Y,B1-007932,IB GSSV,Fault,"AIR, TAXI",IB GND SPLR ( C ) ,VALVE2 SOL OPEN/SHORT,27−63−05−810−804,ISAR 2012-01,IB GROUND SPOILERS Caution Message,N,Troubleshooting tips
27,Y,Y,Y,B1-007935,OB GSSV,Fault,"AIR, TAXI",OB GND SPLR ( C ) ,VALVE1 SOL OPEN/SHORT,27−63−05−810−807 ,ISAR 2012-01,IB GROUND SPOILERS Caution Message,N,Troubleshooting tips
27,Y,Y,Y,B1-007936,OB GSSV,Fault,"AIR, TAXI",OB GND SPLR ( C ) ,VALVE2 SOL OPEN/SHORT,27−63−05−810−808,ISAR 2012-01,IB GROUND SPOILERS Caution Message,N,Troubleshooting tips
27,Y,Y,Y,B1-008128,TQUAD,Fault,"AIR, TAXI","IB GND SPLR (C) and 
OB GND SPLRS (C) ",SSCU L  RVDTS DISAGREE,76−11−01−810−818,CRJ700/900-SL-27-067,Throttle Quadrant RVDT faults resulting in Spoiler Control System faults,N,Troubleshooting tips
27,Y,Y,Y,B1-008129,TQUAD,Fault,"AIR, TAXI","IB GND SPLR (C) and
OB GND SPLRS (C) ",SSCU R  RVDTS DISAGREE,76−11−01−810−819,CRJ700/900-SL-27-067,Throttle Quadrant RVDT faults resulting in Spoiler Control System faults,N,Troubleshooting tips
27,Y,Y,Y,B1-008130,TQUAD,Fault,"AIR, TAXI","IB GND SPLR FAULT (S) or 
IB & OB GND SPLRS (C) ",RANGE L RVDT TO SSCU1 ,76−11−01−810−820,CRJ700/900-SL-27-067,Throttle Quadrant RVDT faults resulting in Spoiler Control System faults,N,Troubleshooting tips
27,Y,Y,Y,B1-008131,TQUAD,Fault,"AIR, TAXI","IB GND SPLR FAULT (S) or 
IB & OB GND SPLRS (C) ",RANGE R RVDT TO SSCU1,76−11−01−810−821,CRJ700/900-SL-27-067,Throttle Quadrant RVDT faults resulting in Spoiler Control System faults,N,Troubleshooting tips
27,Y,Y,Y,B1-008132,TQUAD,Fault,"AIR, TAXI","OB GND SPLR FAULT (S) or 
IB & OB GND SPLRS (C) ",RANGE L RVDT TO SSCU2,76−11−01−810−822,CRJ700/900-SL-27-067,Throttle Quadrant RVDT faults resulting in Spoiler Control System faults,N,Troubleshooting tips
27,Y,Y,Y,B1-008133,TQUAD,Fault,"AIR, TAXI","OB GND SPLR FAULT (S) or 
IB & OB GND SPLRS (C) ",RANGE R RVDT TO SSCU2,76−11−01−810−823,CRJ700/900-SL-27-067,Throttle Quadrant RVDT faults resulting in Spoiler Control System faults,N,Troubleshooting tips
27,Y,Y,Y,B1-007955,H STAB MCU,Fault,"AIR, TAXI",STAB CH1 INOP (S),INTERNAL FAULT CH1,27−42−07−810−809,ISAR 2015-12,Fault Reporting Associated With Stab Channel Not Engaging,N,Troubleshooting tips
27,Y,Y,Y,B1-007956,H STAB MCU,Fault,"AIR, TAXI",STAB CH2 INOP (S),INTERNAL FAULT CH2,27−42−07−810−810,ISAR 2015-12,Fault Reporting Associated With Stab Channel Not Engaging,N,Troubleshooting tips
27,Y,Y,Y,B1-007959,H STAB MOTOR1,Fault,"AIR, TAXI",STAB CH1 INOP (S), MOTOR SPEED RESOLVER ,27−42−03−810−803,CRJ700/900-SL-27-059,Batch Issue with Motor Control Unit (MCU) P/N 7074-5,N,"SL cancelled - fix incorporated by VSB # 7074-27-002, a limited number of MCU had the issue"
27,Y,Y,Y,B1-007964,H STAB MOTOR2,Fault,"AIR, TAXI",STAB CH2 INOP (S), MOTOR SPEED RESOLVER ,27−42−03−810−808,CRJ700/900-SL-27-059,Batch Issue with Motor Control Unit (MCU) P/N 7074-5,N,"SL cancelled - fix incorporated by VSB # 7074-27-002, a limited number of MCU had the issue"
27,Y,Y,Y,B1-008021,SSCU1,Fault,"AIR, TAXI",SPLR/STAB FAULT (S),NO L−AHRS−3 BUS INPUT,27−61−05−810−836 ,None,,N,"System message, cross check with PIREPS "
27,Y,Y,Y,B1-008065,SSCU2,Fault,"AIR, TAXI",SPLR/STAB FAULT (S),NO R−AHRS−3 BUS INPUT,27−61−06−810−836,None,,N,"System message, cross check with PIREPS "
27,N,N,Y,B1-309023,RCU1,Fault,"AIR, TAXI",RUDDER FAULT (S),RAD ALT 1 ARINC FAULT,27−21−65−810−896 ,CRJ700/900-SL-34-013,Radio Altimeter on-ground erroneous indications,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-309043,RCU1,Fault,"AIR, TAXI",RUDDER FAULT (S),RAD ALT 2 ARINC FAULT,27−21−65−810−897,CRJ700/900-SL-34-013,Radio Altimeter on-ground erroneous indications,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-309025,RCU2,Fault,"AIR, TAXI",RUDDER FAULT (S),RAD ALT 1 ARINC FAULT,27−21−65−810−906,CRJ700/900-SL-34-013,Radio Altimeter on-ground erroneous indications,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-309027,RCU2,Fault,"AIR, TAXI",RUDDER FAULT (S),RAD ALT 2 ARINC FAULT,27−21−65−810−907,CRJ700/900-SL-34-013,Radio Altimeter on-ground erroneous indications,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-309026,RCU3,Fault,"AIR, TAXI",RUDDER FAULT (S),RAD ALT 1 ARINC FAULT,27−21−65−810−916,CRJ700/900-SL-34-013,Radio Altimeter on-ground erroneous indications,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-309044,RCU3,Fault,"AIR, TAXI",RUDDER FAULT (S),RAD ALT 2 ARINC FAULT,27−21−65−810−897 ,CRJ700/900-SL-34-013,Radio Altimeter on-ground erroneous indications,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-283555,RUD PCU1,Fault,"AIR, TAXI",RUD SYS FAULT (S),PCU ELECTRICAL FAULT,27−23−01−810−811,CRJ700/900-SL-27-085,RUD SYS FAULT (S) posted on EICAS along with PCU ELECTRICAL FAULT in the MDC,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-283557,RUD PCU2,Fault,"AIR, TAXI",RUD SYS FAULT (S),PCU ELECTRICAL FAULT,27−23−01−810−814,CRJ700/900-SL-27-085,RUD SYS FAULT (S) posted on EICAS along with PCU ELECTRICAL FAULT in the MDC,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-283559,RUD PCU3,Fault,"AIR, TAXI",RUD SYS FAULT (S),PCU ELECTRICAL FAULT,27−23−01−810−817,CRJ700/900-SL-27-085,RUD SYS FAULT (S) posted on EICAS along with PCU ELECTRICAL FAULT in the MDC,N,Reset procedure and Troubleshooting tips
27,N,N,Y,B1-283503,RCU1,Fault,"AIR, TAXI",NIL,"NO SFECU LS BUS INPUT 
(RCU1)",27−21−65−810−807,None,,Y,Reset procedure and Troubleshooting tips included in FIM Rev 40
27,N,N,Y,B1-283518,RCU2,Fault,"AIR, TAXI",NIL,"NO SFECU LS BUS INPUT 
(RCU2)",27−21−65−810−822,None,,Y,Reset procedure and Troubleshooting tips included in FIM Rev 40
27,N,N,Y,B1-283533,RCU3,Fault,"AIR, TAXI",NIL,"NO SFECU LS BUS INPUT 
(RCU3)",27−21−65−810−837,None,,Y,Reset procedure and Troubleshooting tips included in FIM Rev 40
27,Y,Y,Y,B1-007850,SPC,Fault,"AIR, TAXI",STALL FAIL ( C ) ,"XTALK ARINC BUS
(SPC)",27−35−01−810−805 ,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-007871,SPC,Fault,"AIR, TAXI",STALL FAIL ( C ) ,"NO L/R−AHC−3 BUS INPUT
(SPC)",27−35−01−810−824,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-345112,SPC,Fault,"AIR, TAXI",STALL FAIL ( C ) ,NO L/R-IRS-3 BUS INPUT ,27−35−01−810−858,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-007855,SPC,Fault,"AIR, TAXI, GND",STALL FAIL ( C ) ,NO STICK SHAKER CTRL CHA ,27−35−01−810−810,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-007856,SPC,Fault,"AIR, TAXI, GND",STALL FAIL ( C ) ,NO STICK SHAKER CTRL CHB,27−35−01−810−811,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-007164,ISI,Fault,AIR,Red ISI flag,NO L-VIR-2 BUS INPUT,34−12−01−810−805,None,,N,"System message, cross check with PIREPS & FDE "
27,Y,Y,Y,B1-008074,Stick Pusher,Fault,"AIR, TAXI, GND",STALL FAIL ( C ) ,PUSHER FAIL CHA,27−35−15−810−802,ISAR 2006-10-2731,Stall Protection System Stick-Pusher Nuisance MDC Messages,N,"System message, cross check with PIREPS & EICAS. 
ISAR no longer valid, incorporated in MDT -112"
27,Y,Y,Y,B1-008075,Stick Pusher,Fault,"AIR, TAXI, GND",STALL FAIL ( C ) ,PUSHER FAIL CHB,27−35−15−810−803,ISAR 2006-10-2731,Stall Protection System Stick-Pusher Nuisance MDC Messages,N,"System message, cross check with PIREPS & EICAS . 
ISAR no longer valid, incorporated in MDT -112"
27,Y,Y,Y,B1-055774,SPC,Service,AIR,NIL,ADC DATA DISAGREE,27−35−01−810−855,None,,N,"Possibly momentary CAS split, crosscheck with PIREPS"
27,Y,Y,Y,B1-007873,SPC,Service,"AIR, TAXI",NIL,SFECU 1/2 SLATS DISAGREE,27−35−01−810−826,None,,N,"System message, cross check with PIREPS & EICAS Slat system issue"
27,Y,Y,Y,B1-007875,SPC,Service,AIR,NIL,NO SFECU1 SLAT BUS INPUT,27−35−01−810−828,None,,N,"System message, cross check with PIREPS & EICAS Slat system issue"
27,Y,Y,Y,B1-007876,SPC,Service,AIR,NIL,NO SFECU1 FLAP BUS INPUT,27−35−01−810−829,None,,N,"System message, cross check with PIREPS & EICAS Slat system issue"
27,Y,Y,Y,B1-007880,SPC,Service,AIR,NIL,NO L-AHC-3 BUS INPUT,27−35−01−810−833,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-007881,SPC,Service,AIR,NIL,NO R-AHC-3 BUS INPUT ,27−35−01−810−834,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-240822,SFECU,Service,AIR,NIL,EXCEEDING PLACARD SPEED,27−51−01−810−809,None,,N,Only on aircraft post SB 27-41 or Modsum 670T31267
27,Y,Y,Y,B1-240244,SFECU2,Fault,"AIR, TAXI, GND",FLAP FAULT (S),SLAT MAINTENANCE REQ'D,27−51−05−810−857,None,,N,"System message, cross check with PIREPS & EICAS "
27,Y,Y,Y,B1-007773,SLAT ACT,Fault,"AIR, TAXI, GND",SLAT FAULT (S),SKEW-L SLAT ACTUATORS,27−81−09−810−803,ISAR 2005-10-2781,Slat Disconnect Sensor Troubleshooting Tips,N,Troubleshooting tips
27,Y,Y,Y,B1-007774,SLAT ACT,Fault,"AIR, TAXI, GND",SLAT FAULT (S),SKEW-R SLAT ACTUATORS ,27−81−09−810−804,ISAR 2005-10-2781,Slat Disconnect Sensor Troubleshooting Tips,N,Troubleshooting tips
27,Y,Y,Y,B1-007270,L OB SKEW SNSR,Fault,"AIR, TAXI, GND",FLAPS HALFSPEED (S),SKEW SIGNAL FROM SFECU1,27−52−45−810−810,AOM 700-850,New CommercialTerms for Slats/Flaps System Upgrades and Aftermarket Price Reduction/Freeze,N,"System message, cross check with PIREPS & EICAS 

AOM700-850 for SFECU and Flap Skew sensor upgrade to production configuration"
27,Y,Y,Y,B1-006796,R OB SKEW SNSR,Fault,"AIR, TAXI, GND",FLAPS HALFSPEED (S),SKEW SIGNAL FROM SFECU1,27−52−45−810−812,AOM 700-850,New CommercialTerms for Slats/Flaps System Upgrades and Aftermarket Price Reduction/Freeze,N,"System message, cross check with PIREPS & EICAS 

AOM700-850 for SFECU and Flap Skew sensor upgrade to production configuration"
27,Y,Y,Y,B1-007771,SLAT ACT,Fault,"AIR, TAXI, GND",SLATS FAIL ( C ),ASYMMETRY,27−81−09−810−801,CRJ700/900-SL-27-081,Wing Slat System Fault Isolation-SLAT FAIL Events Caused by BPSU Overspeed States Induced by Drive Line Binding,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007828,SLAT LEFT BPSU,Fault,"AIR, TAXI, GND",SLATS HALFSPEED (S),LEFT RESOLVER 1,27−81−03−810−802,CRJ700/900-SL-27-081,Wing Slat System Fault Isolation-SLAT FAIL Events Caused by BPSU Overspeed States Induced by Drive Line Binding,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007830,SLAT LEFT BPSU,Fault,"AIR, TAXI, GND",SLATS HALFSPEED (S),LEFT RESOLVER 2,27−81−03−810−804,CRJ700/900-SL-27-081,Wing Slat System Fault Isolation-SLAT FAIL Events Caused by BPSU Overspeed States Induced by Drive Line Binding,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007833,SLAT RIGHT BPSU,Fault,"AIR, TAXI, GND",SLATS HALFSPEED (S),RIGHT RESOLVER 1,27−81−03−810−807,CRJ700/900-SL-27-081,Wing Slat System Fault Isolation-SLAT FAIL Events Caused by BPSU Overspeed States Induced by Drive Line Binding,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-007835,SLAT RIGHT BPSU,Fault,"AIR, TAXI, GND",SLATS HALFSPEED (S),RIGHT RESOLVER 2,27−81−03−810−809,CRJ700/900-SL-27-081,Wing Slat System Fault Isolation-SLAT FAIL Events Caused by BPSU Overspeed States Induced by Drive Line Binding,N,Reset procedure and Troubleshooting tips
27,Y,Y,Y,B1-006534,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F1 WIRING,27−52−00−810−819,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006538,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F1 WIRING,27−52−00−810−819,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006542,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F1 WIRING,27−52−00−810−819,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006536,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F1 WIRING,27−52−00−810−821,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006540,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW S1 WIRING,27−52−00−810−821,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-240847,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW S1 WIRING,27−52−00−810−821,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006535,EMER FLAP SW ,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F2 WIRING,27−52−00−810−820 ,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006539,EMER FLAP SW ,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F2 WIRING,27−52−00−810−820 ,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-240846,EMER FLAP SW ,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F2 WIRING,27−52−00−810−820 ,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006537 ,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW F2 WIRING,27−52−00−810−822,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-006541,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW S2 WIRING,27−52−00−810−822,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
27,Y,Y,Y,B1-240848,EMER FLAP SW,Fault,"AIR, TAXI, GND",FLAPS FAULT ( S ) ,EMER FLAP SW S2 WIRING,27−52−00−810−822,CRJ700/900-SL-27-082,"FLAP FAULT EICAS Status message, associated to an MDC ""EMER FLAP SW F1, S1,F2 or S2 Winning"" fault message",Y,Engineering Investigation
28,Y,Y,Y,B1-006809,FQGC,Fault,"AIR, TAXI",NIL,NO FQGC-A BUS TO DCU'S,28−41−22−810−806,VSL 738118-28-001,FUEL SYSTEM - FQGC P/N 738118-1-2,N,"Troubleshooting tips
FQGC sw upgrade per VSB 738118-28-011"
28,Y,Y,Y,B1-006810,FQGC,Fault,"AIR, TAXI",NIL,NO FQGC-B BUS TO DCU'S,28−41−22−810−807,CRJ700/900-SL-28-016 ,Automatc Refueling Accuracy-Fuel Quantity Gauging Computer,N,"Troubleshooting tips
FQGC sw upgrade per VSB 738118-28-011"
28,Y,Y,Y,B1-006805,FQGC,Fault,"AIR, TAXI, GND",FUEL CH 1 FAIL (S),"INTERNAL FAULT
(FQGC)",28−41−22−810−802 ,ISAR 2013-06,Fuel Quantity Weight Legend Showing KGS Instead of LBS on EICAS,N,"Troubleshooting tips
FQGC sw upgrade per VSB 738118-28-011"
28,Y,Y,Y,B1-006806,FQGC,Fault,"AIR, TAXI",NIL,NO LA IOC−6 BUS INPUT,28−41−22−810−803,None,,N,"System message , cross check with PIREPS "
28,Y,Y,Y,B1-006807,FQGC,Fault,"AIR, TAXI",NIL,NO RA IOC-6 BUS INPUT,28−41−22−810−804,None,,N,"System message , cross check with PIREPS "
28,Y,Y,Y,B1-007304,"L TNK
COMP",Fault,AIR,FUEL IND DASHED,OPN/SHRT/OUT OF RANGE ,28−41−09−810−808,ISAR 2003-05-2840,Fuel Quantity Indication Troubleshooting - FOD,N,Troubleshooting tips
28,Y,Y,Y,B1-007739,"R TNK
COMP",Fault,AIR,FUEL IND DASHED,OPN/SHRT/OUT OF RANGE ,28−41−09−810−809,ISAR 2003-05-2840,Fuel Quantity Indication Troubleshooting - FOD,N,Troubleshooting tips
28,Y,Y,Y,B1-007305,"L TNK
HI LVL",Fault,GND,NIL,OPN/SHRT/OUT OF RANGE ,28−25−13−810−802,CRJ700/900-SL-28-017,High Level Sensor detection during manuel refueling operation,N,"Manual refueling best practices
FQGC sw upgrade per VSB 738118-28-011"
28,Y,Y,Y,B1-007740,"R TNK
HI LVL",Fault,GND,NIL,OPN/SHRT/OUT OF RANGE ,28−25−13−810−803,CRJ700/900-SL-28-017,High Level Sensor detection during manuel refueling operation,N,"Manual refueling best practices
FQGC sw upgrade per VSB 738118-28-011"
28,Y,Y,Y,B1-006189,"CTR TNK
HI LVL",Fault,GND,NIL,OPN/SHRT/OUT OF RANGE ,28−25−13−810−801,CRJ700/900-SL-28-017,High Level Sensor detection during manuel refueling operation,N,"Manual refueling best practices
FQGC sw upgrade per VSB 738118-28-011"
28,Y,Y,Y,B1-008362,"XFLOW
PUMP",Fault,AIR,NIL,CMD/STATUS DISAGREE ,28−13−00−810−813,VSL P93A25-28-001,Crossflow Pump P/N P93A25-602,N,Troubleshooting tips
30,Y,Y,Y,B1-005944,AILC,Fault,"AIR, TAXI","L WING A/I ( C ) 
R WING A/I ( C )",NO AILC BUS TO DCU ,30−10−00−810−803,None,,N,Cross check with EICAS
30,Y,Y,Y,B1-005945,AILC,Fault,"AIR, TAXI","L BLEED LOOP ( C ) 
R BLEED LOOP ( C )",LEAK DET CH A&B FAULT,30−10−00−810−804,None,,N,Cross check with EICAS
30,Y,Y,Y,B1-005952,AILC,Fault,"AIR, TAXI", DUCT MON FAULT (S),LEAK DET CH A FAULT,30−10−00−810−807,None,,N,Cross check with EICAS
30,Y,Y,Y,B1-005960,AILC,Service,"AIR, TAXI",NIL,NO LB-IOC-6 BUS INPUT,30−10−00−810−815,None,,N,Info msg - LRU OK. LB-IOC-6 bus input was temporarily missing. Check for other LRUs reporting same service message.
30,Y,Y,Y,B1-007272,"L OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−08−810−801,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007273,"L OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH B FAULT,30−12−08−810−802 ,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007274,"L OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH A FAULT,30−12−08−810−803,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007262,"L IB WG
T SNSR",Fault,"AIR, TAXI",L WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−06−810−801,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007263,"L IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH B FAULT,30−12−06−810−802,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007264,"L IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH A FAULT,30−12−06−810−803,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007710,"R IB WG
T SNSR",Fault,"AIR, TAXI",R WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−06−810−804,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007711,"R IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH B FAULT,30−12−06−810−805,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007712,"R IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH A FAULT,30−12−06−810−806,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007722,"R OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−08−810−804 ,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007723,"R OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH B FAULT,30−12−08−810−805,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007724,"R OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH A FAULT,30−12−08−810−806,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
